id,subject,body,text,category,category_id
social_media_386,Live alert: Tech Conference behind-the-scenes,"Your group ""Book Club"" is live streaming. Join: social.com/live/conference.","Live alert: Tech Conference behind-the-scenes Your group ""Book Club"" is live streaming. Join: social.com/live/conference.",social_media,2
social_media_64,Social Audio Transcription Archive,Convert voice rooms to searchable texts. Join: audio-linguistics-project.org Privacy first.,Social Audio Transcription Archive Convert voice rooms to searchable texts. Join: audio-linguistics-project.org Privacy first.,social_media,2
social_media_2041,David Kim liked your photo,View profile: social.com/profile/john123 Accept/reject: platform.com/requests.,David Kim liked your photo View profile: social.com/profile/john123 Accept/reject: platform.com/requests.,social_media,2
social_media_1217,Sarah Johnson mentioned you in a comment,"23 friends checked in at ""Downtown Cafe"". See photos and menu: platform.com/locations/venue.","Sarah Johnson mentioned you in a comment 23 friends checked in at ""Downtown Cafe"". See photos and menu: platform.com/locations/venue.",social_media,2
social_media_194,Content Featured: Weekly Top 10 List,"Your productivity tips included in ""Top Content Digest"": social.com/digest/weekly-top10. Permanent placement in featured content section. Traffic analytics show 12K+ views.","Content Featured: Weekly Top 10 List Your productivity tips included in ""Top Content Digest"": social.com/digest/weekly-top10. Permanent placement in featured content section. Traffic analytics show 12K+ views.",social_media,2
social_media_1153,New follower: John Smith,View profile: platform.com/users/sarah Accept/reject: social.com/friends/pending.,New follower: John Smith View profile: platform.com/users/sarah Accept/reject: social.com/friends/pending.,social_media,2
social_media_831,Poll: Vote for favorite tech tools,"Group update: ""Photography Group"" posted story. Trending in ""Startup Founders"": favorite tech tools.","Poll: Vote for favorite tech tools Group update: ""Photography Group"" posted story. Trending in ""Startup Founders"": favorite tech tools.",social_media,2
social_media_2048,News from groups you follow,story from London received 875 likes and 12 comments. See insights: social.com/insights/post123.,News from groups you follow story from London received 875 likes and 12 comments. See insights: social.com/insights/post123.,social_media,2
social_media_257,News: Mike Chen started new position,"Group update: ""Tech Enthusiasts"" posted article. Trending in ""Startup Founders"": favorite tech tools.","News: Mike Chen started new position Group update: ""Tech Enthusiasts"" posted article. Trending in ""Startup Founders"": favorite tech tools.",social_media,2
social_media_785,New follower: Sarah Johnson,"Group ""Tech Enthusiasts"" invited you. RSVP: platform.com/events/workshop.","New follower: Sarah Johnson Group ""Tech Enthusiasts"" invited you. RSVP: platform.com/events/workshop.",social_media,2
social_media_1512,New friend request from Mike Chen,"See which photo: platform.com/content/video456 Comments: ""So inspiring!"" Disable notifications: platform.com/notifications.","New friend request from Mike Chen See which photo: platform.com/content/video456 Comments: ""So inspiring!"" Disable notifications: platform.com/notifications.",social_media,2
social_media_128,Job Opening Shared,"""Data Scientist at Startup"" - details: social.com/jobs/data-scientist-772.","Job Opening Shared ""Data Scientist at Startup"" - details: social.com/jobs/data-scientist-772.",social_media,2
social_media_2216,Poll: Vote for favorite tech tools,"Group ""Tech Enthusiasts"" invited you. RSVP: social.com/events/meetup.","Poll: Vote for favorite tech tools Group ""Tech Enthusiasts"" invited you. RSVP: social.com/events/meetup.",social_media,2
social_media_1587,Live alert: Tech Conference behind-the-scenes,"Group update: ""Hiking Buddies"" posted post. Trending in ""Digital Artists"": weekend plans.","Live alert: Tech Conference behind-the-scenes Group update: ""Hiking Buddies"" posted post. Trending in ""Digital Artists"": weekend plans.",social_media,2
social_media_1877,New friend request from David Kim,"Your group ""Tech Enthusiasts"" is live streaming. Join: platform.com/streaming/event.","New friend request from David Kim Your group ""Tech Enthusiasts"" is live streaming. Join: platform.com/streaming/event.",social_media,2
social_media_900,Popular near you: Webinar,"Group update: ""Book Club"" posted video. Trending in ""Remote Workers"": weekend plans.","Popular near you: Webinar Group update: ""Book Club"" posted video. Trending in ""Remote Workers"": weekend plans.",social_media,2
social_media_1595,News: Lisa Rodriguez started new position,"Group update: ""Tech Enthusiasts"" posted article. Trending in ""Startup Founders"": weekend plans.","News: Lisa Rodriguez started new position Group update: ""Tech Enthusiasts"" posted article. Trending in ""Startup Founders"": weekend plans.",social_media,2
social_media_1035,New event: Webinar,"""Beach vacation with family"" - view album: platform.com/memories/beach.","New event: Webinar ""Beach vacation with family"" - view album: platform.com/memories/beach.",social_media,2
social_media_1045,Nearby: Meetup today 9AM,"Mike: ""Check this out"" David: ""Weather looks great!"" Reply: platform.com/messages/group.","Nearby: Meetup today 9AM Mike: ""Check this out"" David: ""Weather looks great!"" Reply: platform.com/messages/group.",social_media,2
social_media_1461,David Kim mentioned you in a comment,"45 friends checked in at ""Central Perk"". See photos and menu: platform.com/locations/venue.","David Kim mentioned you in a comment 45 friends checked in at ""Central Perk"". See photos and menu: platform.com/locations/venue.",social_media,2
social_media_1923,Event invitation: Tech Conference Aug 25,"Group ""Tech Enthusiasts"" invited you. RSVP: social.com/events/meetup.","Event invitation: Tech Conference Aug 25 Group ""Tech Enthusiasts"" invited you. RSVP: social.com/events/meetup.",social_media,2
social_media_410,Watch later: Recommended article,"""Great insight!"" View: social.com/notifications Reply or disable: social.com/settings.","Watch later: Recommended article ""Great insight!"" View: social.com/notifications Reply or disable: social.com/settings.",social_media,2
social_media_1919,Popular near you: Meetup,"""Beach vacation with family"" - view album: platform.com/memories/beach.","Popular near you: Meetup ""Beach vacation with family"" - view album: platform.com/memories/beach.",social_media,2
social_media_804,10th anniversary on Instagram!,"""College reunion photos"" - view album: platform.com/memories/beach.","10th anniversary on Instagram! ""College reunion photos"" - view album: platform.com/memories/beach.",social_media,2
social_media_633,News from groups you follow,"""Thanks for sharing!"" View: social.com/profile/user123 Reply or disable: social.com/settings.","News from groups you follow ""Thanks for sharing!"" View: social.com/profile/user123 Reply or disable: social.com/settings.",social_media,2
social_media_1038,News: Sarah Johnson started new position,"Sarah: ""Check this out"" David: ""Weather looks great!"" Reply: social.com/chats/hiking.","News: Sarah Johnson started new position Sarah: ""Check this out"" David: ""Weather looks great!"" Reply: social.com/chats/hiking.",social_media,2
social_media_1164,Live now: Workshop keynote,post from Sydney received 442 likes and 44 comments. See insights: social.com/insights/post123.,Live now: Workshop keynote post from Sydney received 442 likes and 44 comments. See insights: social.com/insights/post123.,social_media,2
social_media_1423,"15 new messages in ""Book Club"" chat","See which photo: social.com/posts/photo123 Comments: ""So inspiring!"" Disable notifications: social.com/settings.","15 new messages in ""Book Club"" chat See which photo: social.com/posts/photo123 Comments: ""So inspiring!"" Disable notifications: social.com/settings.",social_media,2
social_media_111,Weekly digest: Top content you missed,"3 articles, 2 videos, 5 discussions. View: social.com/digest/weekly-882.","Weekly digest: Top content you missed 3 articles, 2 videos, 5 discussions. View: social.com/digest/weekly-882.",social_media,2
social_media_110,Your friend is live: Gaming session,"Mike streaming ""Cyberpunk 2077"". Watch: social.com/live/mike-gaming.","Your friend is live: Gaming session Mike streaming ""Cyberpunk 2077"". Watch: social.com/live/mike-gaming.",social_media,2
social_media_904,Live now: Product Launch keynote,"Your group ""Photography Group"" is live streaming. Join: social.com/live/conference.","Live now: Product Launch keynote Your group ""Photography Group"" is live streaming. Join: social.com/live/conference.",social_media,2
social_media_995,Sarah Johnson mentioned you in a comment,View profile: social.com/profile/john123 Accept/reject: platform.com/requests.,Sarah Johnson mentioned you in a comment View profile: social.com/profile/john123 Accept/reject: platform.com/requests.,social_media,2
social_media_1081,Popular near you: Tech Conference,"""So inspiring!"" View: social.com/notifications Reply or disable: platform.com/notifications.","Popular near you: Tech Conference ""So inspiring!"" View: social.com/notifications Reply or disable: platform.com/notifications.",social_media,2
social_media_303,Nearby: Webinar today 6PM,"Your group ""Hiking Buddies"" is live streaming. Join: social.com/live/conference.","Nearby: Webinar today 6PM Your group ""Hiking Buddies"" is live streaming. Join: social.com/live/conference.",social_media,2
social_media_696,Nearby: Webinar today 6PM,"23 friends checked in at ""Tech Hub"". See photos and menu: social.com/places/cafe.","Nearby: Webinar today 6PM 23 friends checked in at ""Tech Hub"". See photos and menu: social.com/places/cafe.",social_media,2
social_media_1834,Poll: Vote for favorite tech tools,"Group update: ""Photography Group"" posted post. Trending in ""Startup Founders"": best summer destination.","Poll: Vote for favorite tech tools Group update: ""Photography Group"" posted post. Trending in ""Startup Founders"": best summer destination.",social_media,2
social_media_1859,Lisa Rodriguez mentioned you in a comment,"Sarah: ""Check this out"" Lisa: ""Amazing post!"" Reply: platform.com/messages/group.","Lisa Rodriguez mentioned you in a comment Sarah: ""Check this out"" Lisa: ""Amazing post!"" Reply: platform.com/messages/group.",social_media,2
social_media_55,Generative Poetry Engine Beta Test,NLP algorithm for verse creation. Access: metricalmuse.ai API key required.,Generative Poetry Engine Beta Test NLP algorithm for verse creation. Access: metricalmuse.ai API key required.,social_media,2
social_media_496,Your post got 8 new reactions,"Your group ""Hiking Buddies"" is live streaming. Join: social.com/live/conference.","Your post got 8 new reactions Your group ""Hiking Buddies"" is live streaming. Join: social.com/live/conference.",social_media,2
social_media_1304,Watch later: Recommended article,"Your group ""Book Club"" is live streaming. Join: platform.com/streaming/event.","Watch later: Recommended article Your group ""Book Club"" is live streaming. Join: platform.com/streaming/event.",social_media,2
social_media_161,Connection Anniversary: 5 Years,With MarketingPro. Share memory: social.com/connections/anniv-marketing.,Connection Anniversary: 5 Years With MarketingPro. Share memory: social.com/connections/anniv-marketing.,social_media,2
social_media_1738,News: John Smith started new position,"Group update: ""Book Club"" posted article. Trending in ""Startup Founders"": weekend plans.","News: John Smith started new position Group update: ""Book Club"" posted article. Trending in ""Startup Founders"": weekend plans.",social_media,2
social_media_1514,Nearby: Workshop today 7PM,"""College reunion photos"" - view album: platform.com/memories/beach.","Nearby: Workshop today 7PM ""College reunion photos"" - view album: platform.com/memories/beach.",social_media,2
social_media_1188,Sarah Johnson mentioned you in a comment,"""College reunion photos"" - view album: social.com/albums/vacation2018.","Sarah Johnson mentioned you in a comment ""College reunion photos"" - view album: social.com/albums/vacation2018.",social_media,2
social_media_1601,John Smith liked your video,post from London received 875 likes and 67 comments. See insights: platform.com/analytics/content.,John Smith liked your video post from London received 875 likes and 67 comments. See insights: platform.com/analytics/content.,social_media,2
social_media_1189,News: Sarah Johnson started new position,article from Paris received 442 likes and 67 comments. See insights: social.com/insights/post123.,News: Sarah Johnson started new position article from Paris received 442 likes and 67 comments. See insights: social.com/insights/post123.,social_media,2
social_media_1327,Poll: Vote for favorite tech tools,"Your group ""Photography Group"" is live streaming. Join: social.com/live/conference.","Poll: Vote for favorite tech tools Your group ""Photography Group"" is live streaming. Join: social.com/live/conference.",social_media,2
social_media_230,Comment Reply: Design Thread,"""Great suggestion!"" - view: social.com/threads/design-3344/reply#45.","Comment Reply: Design Thread ""Great suggestion!"" - view: social.com/threads/design-3344/reply#45.",social_media,2
social_media_1257,Live now: Workshop keynote,"Group update: ""Hiking Buddies"" posted video. Trending in ""Startup Founders"": best summer destination.","Live now: Workshop keynote Group update: ""Hiking Buddies"" posted video. Trending in ""Startup Founders"": best summer destination.",social_media,2
social_media_179,Virtual Event: Digital Marketing Workshop,3-hour intensive workshop Sep 20. Expert panel includes Google Ads lead. RSVP: social.com/events/marketing-workshop. Premium members receive workbook download.,Virtual Event: Digital Marketing Workshop 3-hour intensive workshop Sep 20. Expert panel includes Google Ads lead. RSVP: social.com/events/marketing-workshop. Premium members receive workbook download.,social_media,2
social_media_701,Live now: Product Launch keynote,"Group ""Tech Enthusiasts"" invited you. RSVP: social.com/events/meetup.","Live now: Product Launch keynote Group ""Tech Enthusiasts"" invited you. RSVP: social.com/events/meetup.",social_media,2
social_media_972,Live now: Workshop keynote,View profile: social.com/profile/john123 Accept/reject: social.com/friends/pending.,Live now: Workshop keynote View profile: social.com/profile/john123 Accept/reject: social.com/friends/pending.,social_media,2
social_media_347,Your post got 15 new reactions,"""So inspiring!"" View: social.com/notifications Reply or disable: platform.com/notifications.","Your post got 15 new reactions ""So inspiring!"" View: social.com/notifications Reply or disable: platform.com/notifications.",social_media,2
social_media_535,Watch later: Recommended article,View profile: social.com/profile/john123 Accept/reject: social.com/friends/pending.,Watch later: Recommended article View profile: social.com/profile/john123 Accept/reject: social.com/friends/pending.,social_media,2
social_media_859,Your post got 15 new reactions,"""Beach vacation with family"" - view album: platform.com/memories/beach.","Your post got 15 new reactions ""Beach vacation with family"" - view album: platform.com/memories/beach.",social_media,2
social_media_1353,Mike Chen mentioned you in a comment,"Your group ""Hiking Buddies"" is live streaming. Join: social.com/live/conference.","Mike Chen mentioned you in a comment Your group ""Hiking Buddies"" is live streaming. Join: social.com/live/conference.",social_media,2
social_media_1799,Popular near you: Meetup,"See which video: social.com/posts/photo123 Comments: ""Great insight!"" Disable notifications: social.com/settings.","Popular near you: Meetup See which video: social.com/posts/photo123 Comments: ""Great insight!"" Disable notifications: social.com/settings.",social_media,2
social_media_1987,New friend request from Mike Chen,"Group ""Tech Enthusiasts"" invited you. RSVP: platform.com/events/workshop.","New friend request from Mike Chen Group ""Tech Enthusiasts"" invited you. RSVP: platform.com/events/workshop.",social_media,2
social_media_967,Birthday reminder: 45 friends tomorrow,View profile: social.com/profile/john123 Accept/reject: social.com/friends/pending.,Birthday reminder: 45 friends tomorrow View profile: social.com/profile/john123 Accept/reject: social.com/friends/pending.,social_media,2
social_media_1840,Mike Chen mentioned you in a comment,"""Beach vacation with family"" - view album: platform.com/memories/beach.","Mike Chen mentioned you in a comment ""Beach vacation with family"" - view album: platform.com/memories/beach.",social_media,2
social_media_1288,New event: Product Launch,"""Love this!"" View: social.com/notifications Reply or disable: platform.com/notifications.","New event: Product Launch ""Love this!"" View: social.com/notifications Reply or disable: platform.com/notifications.",social_media,2
social_media_1607,Birthday reminder: 8 friends this week,"Group ""Book Club"" invited you. RSVP: social.com/events/meetup.","Birthday reminder: 8 friends this week Group ""Book Club"" invited you. RSVP: social.com/events/meetup.",social_media,2
social_media_1825,Memories from this week in 2018,video from Tokyo received 156 likes and 67 comments. See insights: social.com/insights/post123.,Memories from this week in 2018 video from Tokyo received 156 likes and 67 comments. See insights: social.com/insights/post123.,social_media,2
social_media_1764,Live alert: Tech Conference behind-the-scenes,"Group ""Photography Group"" invited you. RSVP: platform.com/events/workshop.","Live alert: Tech Conference behind-the-scenes Group ""Photography Group"" invited you. RSVP: platform.com/events/workshop.",social_media,2
social_media_1678,New event: Webinar,"Mike: ""Anyone free this weekend?"" David: ""Amazing post!"" Reply: platform.com/messages/group.","New event: Webinar Mike: ""Anyone free this weekend?"" David: ""Amazing post!"" Reply: platform.com/messages/group.",social_media,2
social_media_1095,Watch later: Recommended post,story from Tokyo received 234 likes and 12 comments. See insights: platform.com/analytics/content.,Watch later: Recommended post story from Tokyo received 234 likes and 12 comments. See insights: platform.com/analytics/content.,social_media,2
social_media_668,10th anniversary on Instagram!,"23 friends checked in at ""Central Perk"". See photos and menu: social.com/places/cafe.","10th anniversary on Instagram! 23 friends checked in at ""Central Perk"". See photos and menu: social.com/places/cafe.",social_media,2
social_media_934,"15 new messages in ""Photography Group"" chat","See which story: social.com/posts/photo123 Comments: ""So inspiring!"" Disable notifications: platform.com/notifications.","15 new messages in ""Photography Group"" chat See which story: social.com/posts/photo123 Comments: ""So inspiring!"" Disable notifications: platform.com/notifications.",social_media,2
social_media_1280,Live alert: Workshop behind-the-scenes,"""College reunion photos"" - view album: social.com/albums/vacation2018.","Live alert: Workshop behind-the-scenes ""College reunion photos"" - view album: social.com/albums/vacation2018.",social_media,2
social_media_221,Group Poll: Favorite OS,"Vote in ""Dev Community"": social.com/polls/os-poll.","Group Poll: Favorite OS Vote in ""Dev Community"": social.com/polls/os-poll.",social_media,2
social_media_54,Virtual Archaeology Dig: Mesopotamian Site,Crowdsource artifact classification. Join: digitalarchaeology.org/dig_mesopotamia Academic credits.,Virtual Archaeology Dig: Mesopotamian Site Crowdsource artifact classification. Join: digitalarchaeology.org/dig_mesopotamia Academic credits.,social_media,2
social_media_1662,Event invitation: Meetup Sep 15,View profile: platform.com/users/sarah Accept/reject: social.com/friends/pending.,Event invitation: Meetup Sep 15 View profile: platform.com/users/sarah Accept/reject: social.com/friends/pending.,social_media,2
social_media_1013,Event invitation: Webinar Aug 25,"""Great insight!"" View: social.com/notifications Reply or disable: platform.com/notifications.","Event invitation: Webinar Aug 25 ""Great insight!"" View: social.com/notifications Reply or disable: platform.com/notifications.",social_media,2
social_media_667,1st anniversary on Twitter!,"15 friends checked in at ""Downtown Cafe"". See photos and menu: platform.com/locations/venue.","1st anniversary on Twitter! 15 friends checked in at ""Downtown Cafe"". See photos and menu: platform.com/locations/venue.",social_media,2
social_media_253,Event invitation: Workshop Aug 25,"""Love this!"" View: social.com/events/event456 Reply or disable: platform.com/notifications.","Event invitation: Workshop Aug 25 ""Love this!"" View: social.com/events/event456 Reply or disable: platform.com/notifications.",social_media,2
social_media_2029,"23 new messages in ""Tech Enthusiasts"" chat",photo from Sydney received 875 likes and 67 comments. See insights: platform.com/analytics/content.,"23 new messages in ""Tech Enthusiasts"" chat photo from Sydney received 875 likes and 67 comments. See insights: platform.com/analytics/content.",social_media,2
social_media_1772,News: Mike Chen started new position,video from Tokyo received 442 likes and 23 comments. See insights: social.com/insights/post123.,News: Mike Chen started new position video from Tokyo received 442 likes and 23 comments. See insights: social.com/insights/post123.,social_media,2
social_media_976,News from groups you follow,"See which photo: platform.com/content/video456 Comments: ""Thanks for sharing!"" Disable notifications: social.com/settings.","News from groups you follow See which photo: platform.com/content/video456 Comments: ""Thanks for sharing!"" Disable notifications: social.com/settings.",social_media,2
social_media_1014,Event invitation: Webinar Oct 10,View profile: platform.com/users/sarah Accept/reject: platform.com/requests.,Event invitation: Webinar Oct 10 View profile: platform.com/users/sarah Accept/reject: platform.com/requests.,social_media,2
social_media_1884,Your post is featured on #FoodChallenge,"Group update: ""Hiking Buddies"" posted post. Trending in ""Startup Founders"": favorite tech tools.","Your post is featured on #FoodChallenge Group update: ""Hiking Buddies"" posted post. Trending in ""Startup Founders"": favorite tech tools.",social_media,2
social_media_1393,Nearby: Product Launch today 6PM,View profile: platform.com/users/sarah Accept/reject: social.com/friends/pending.,Nearby: Product Launch today 6PM View profile: platform.com/users/sarah Accept/reject: social.com/friends/pending.,social_media,2
social_media_2024,10th anniversary on Instagram!,"""Great insight!"" View: social.com/notifications Reply or disable: social.com/settings.","10th anniversary on Instagram! ""Great insight!"" View: social.com/notifications Reply or disable: social.com/settings.",social_media,2
social_media_1116,New event: Tech Conference,post from New York received 875 likes and 89 comments. See insights: platform.com/analytics/content.,New event: Tech Conference post from New York received 875 likes and 89 comments. See insights: platform.com/analytics/content.,social_media,2
social_media_1123,Watch later: Recommended video,"""You were at Grand Canyon with Alex"" - view album: social.com/albums/vacation2018.","Watch later: Recommended video ""You were at Grand Canyon with Alex"" - view album: social.com/albums/vacation2018.",social_media,2
social_media_1193,3rd anniversary on Twitter!,"Group ""Hiking Buddies"" invited you. RSVP: social.com/events/meetup.","3rd anniversary on Twitter! Group ""Hiking Buddies"" invited you. RSVP: social.com/events/meetup.",social_media,2
social_media_1542,New follower: Mike Chen,"15 friends checked in at ""Tech Hub"". See photos and menu: social.com/places/cafe.","New follower: Mike Chen 15 friends checked in at ""Tech Hub"". See photos and menu: social.com/places/cafe.",social_media,2
social_media_1464,Live now: Meetup keynote,"Mike: ""Check this out"" Lisa: ""Count me in!"" Reply: platform.com/messages/group.","Live now: Meetup keynote Mike: ""Check this out"" Lisa: ""Count me in!"" Reply: platform.com/messages/group.",social_media,2
social_media_2016,Watch later: Recommended post,"Group update: ""Photography Group"" posted story. Trending in ""Remote Workers"": weekend plans.","Watch later: Recommended post Group update: ""Photography Group"" posted story. Trending in ""Remote Workers"": weekend plans.",social_media,2
social_media_2086,Birthday reminder: 12 friends this week,"Group update: ""Book Club"" posted video. Trending in ""Startup Founders"": best summer destination.","Birthday reminder: 12 friends this week Group update: ""Book Club"" posted video. Trending in ""Startup Founders"": best summer destination.",social_media,2
social_media_2185,New event: Workshop,"See which article: platform.com/content/video456 Comments: ""Love this!"" Disable notifications: platform.com/notifications.","New event: Workshop See which article: platform.com/content/video456 Comments: ""Love this!"" Disable notifications: platform.com/notifications.",social_media,2
social_media_495,New follower: David Kim,"Your group ""Photography Group"" is live streaming. Join: platform.com/streaming/event.","New follower: David Kim Your group ""Photography Group"" is live streaming. Join: platform.com/streaming/event.",social_media,2
social_media_1246,David Kim liked your story,"Group update: ""Book Club"" posted photo. Trending in ""Digital Artists"": weekend plans.","David Kim liked your story Group update: ""Book Club"" posted photo. Trending in ""Digital Artists"": weekend plans.",social_media,2
social_media_542,Your post is featured on #WorkoutMotivation,story from New York received 234 likes and 89 comments. See insights: social.com/insights/post123.,Your post is featured on #WorkoutMotivation story from New York received 234 likes and 89 comments. See insights: social.com/insights/post123.,social_media,2
social_media_1707,Live now: Workshop keynote,"See which article: platform.com/content/video456 Comments: ""So inspiring!"" Disable notifications: platform.com/notifications.","Live now: Workshop keynote See which article: platform.com/content/video456 Comments: ""So inspiring!"" Disable notifications: platform.com/notifications.",social_media,2
social_media_1889,Birthday reminder: 15 friends tomorrow,"Your group ""Book Club"" is live streaming. Join: social.com/live/conference.","Birthday reminder: 15 friends tomorrow Your group ""Book Club"" is live streaming. Join: social.com/live/conference.",social_media,2
social_media_724,New friend request from John Smith,"Group update: ""Tech Enthusiasts"" posted post. Trending in ""Startup Founders"": best summer destination.","New friend request from John Smith Group update: ""Tech Enthusiasts"" posted post. Trending in ""Startup Founders"": best summer destination.",social_media,2
social_media_767,Watch later: Recommended story,"See which post: social.com/posts/photo123 Comments: ""So inspiring!"" Disable notifications: social.com/settings.","Watch later: Recommended story See which post: social.com/posts/photo123 Comments: ""So inspiring!"" Disable notifications: social.com/settings.",social_media,2
social_media_977,Watch later: Recommended photo,"""College reunion photos"" - view album: social.com/albums/vacation2018.","Watch later: Recommended photo ""College reunion photos"" - view album: social.com/albums/vacation2018.",social_media,2
social_media_1966,Poll: Vote for favorite tech tools,"""You were at Grand Canyon with Alex"" - view album: platform.com/memories/beach.","Poll: Vote for favorite tech tools ""You were at Grand Canyon with Alex"" - view album: platform.com/memories/beach.",social_media,2
social_media_2189,Memories from this week in 2021,"""Great insight!"" View: social.com/events/event456 Reply or disable: social.com/settings.","Memories from this week in 2021 ""Great insight!"" View: social.com/events/event456 Reply or disable: social.com/settings.",social_media,2
social_media_514,Birthday reminder: 15 friends this week,"See which article: platform.com/content/video456 Comments: ""Thanks for sharing!"" Disable notifications: social.com/settings.","Birthday reminder: 15 friends this week See which article: platform.com/content/video456 Comments: ""Thanks for sharing!"" Disable notifications: social.com/settings.",social_media,2
social_media_1984,Live now: Meetup keynote,article from Paris received 156 likes and 12 comments. See insights: platform.com/analytics/content.,Live now: Meetup keynote article from Paris received 156 likes and 12 comments. See insights: platform.com/analytics/content.,social_media,2
social_media_215,Group Milestone: 10K Members,"""Digital Artists"" celebration post. Engage: social.com/groups/digital-artists.","Group Milestone: 10K Members ""Digital Artists"" celebration post. Engage: social.com/groups/digital-artists.",social_media,2
social_media_301,Nearby: Tech Conference today 8PM,"Group update: ""Book Club"" posted story. Trending in ""Startup Founders"": best summer destination.","Nearby: Tech Conference today 8PM Group update: ""Book Club"" posted story. Trending in ""Startup Founders"": best summer destination.",social_media,2
social_media_979,1st anniversary on LinkedIn!,"Your group ""Hiking Buddies"" is live streaming. Join: platform.com/streaming/event.","1st anniversary on LinkedIn! Your group ""Hiking Buddies"" is live streaming. Join: platform.com/streaming/event.",social_media,2
social_media_2142,Watch later: Recommended article,View profile: platform.com/users/sarah Accept/reject: platform.com/requests.,Watch later: Recommended article View profile: platform.com/users/sarah Accept/reject: platform.com/requests.,social_media,2
social_media_547,John Smith mentioned you in a comment,"""Beach vacation with family"" - view album: platform.com/memories/beach.","John Smith mentioned you in a comment ""Beach vacation with family"" - view album: platform.com/memories/beach.",social_media,2
social_media_1560,Poll: Vote for best summer destination,"Group ""Hiking Buddies"" invited you. RSVP: social.com/events/meetup.","Poll: Vote for best summer destination Group ""Hiking Buddies"" invited you. RSVP: social.com/events/meetup.",social_media,2
social_media_888,New event: Workshop,"Sarah: ""Great event today!"" Emily: ""Amazing post!"" Reply: platform.com/messages/group.","New event: Workshop Sarah: ""Great event today!"" Emily: ""Amazing post!"" Reply: platform.com/messages/group.",social_media,2
social_media_1286,Watch later: Recommended article,View profile: platform.com/users/sarah Accept/reject: social.com/friends/pending.,Watch later: Recommended article View profile: platform.com/users/sarah Accept/reject: social.com/friends/pending.,social_media,2
social_media_92,Event tomorrow: Networking Mixer,"""Tech Professionals NYC"" at 6PM. Who's going: social.com/events/tech-mixer/guests.","Event tomorrow: Networking Mixer ""Tech Professionals NYC"" at 6PM. Who's going: social.com/events/tech-mixer/guests.",social_media,2
social_media_671,5th anniversary on Social Platform!,"Your group ""Photography Group"" is live streaming. Join: platform.com/streaming/event.","5th anniversary on Social Platform! Your group ""Photography Group"" is live streaming. Join: platform.com/streaming/event.",social_media,2
social_media_1577,New follower: David Kim,post from Paris received 875 likes and 44 comments. See insights: social.com/insights/post123.,New follower: David Kim post from Paris received 875 likes and 44 comments. See insights: social.com/insights/post123.,social_media,2
social_media_1170,Live alert: Meetup behind-the-scenes,video from New York received 156 likes and 89 comments. See insights: platform.com/analytics/content.,Live alert: Meetup behind-the-scenes video from New York received 156 likes and 89 comments. See insights: platform.com/analytics/content.,social_media,2
social_media_1118,David Kim mentioned you in a comment,"""College reunion photos"" - view album: social.com/albums/vacation2018.","David Kim mentioned you in a comment ""College reunion photos"" - view album: social.com/albums/vacation2018.",social_media,2
social_media_791,Event invitation: Tech Conference Aug 25,"""You were at Grand Canyon with Alex"" - view album: social.com/albums/vacation2018.","Event invitation: Tech Conference Aug 25 ""You were at Grand Canyon with Alex"" - view album: social.com/albums/vacation2018.",social_media,2
social_media_1471,Live alert: Webinar behind-the-scenes,"Mike: ""Anyone free this weekend?"" Lisa: ""Weather looks great!"" Reply: platform.com/messages/group.","Live alert: Webinar behind-the-scenes Mike: ""Anyone free this weekend?"" Lisa: ""Weather looks great!"" Reply: platform.com/messages/group.",social_media,2
social_media_1201,David Kim mentioned you in a comment,"Group update: ""Hiking Buddies"" posted post. Trending in ""Remote Workers"": favorite tech tools.","David Kim mentioned you in a comment Group update: ""Hiking Buddies"" posted post. Trending in ""Remote Workers"": favorite tech tools.",social_media,2
social_media_1057,Your post got 12 new reactions,View profile: platform.com/users/sarah Accept/reject: platform.com/requests.,Your post got 12 new reactions View profile: platform.com/users/sarah Accept/reject: platform.com/requests.,social_media,2
social_media_72,Digital Heritage Language Preservation,Endangered dialects chatbot training. Contribute: languagelegacy.ai Speech samples.,Digital Heritage Language Preservation Endangered dialects chatbot training. Contribute: languagelegacy.ai Speech samples.,social_media,2
social_media_768,Your post got 8 new reactions,"Group ""Photography Group"" invited you. RSVP: platform.com/events/workshop.","Your post got 8 new reactions Group ""Photography Group"" invited you. RSVP: platform.com/events/workshop.",social_media,2
social_media_310,Mike Chen mentioned you in a comment,"Group update: ""Tech Enthusiasts"" posted story. Trending in ""Remote Workers"": weekend plans.","Mike Chen mentioned you in a comment Group update: ""Tech Enthusiasts"" posted story. Trending in ""Remote Workers"": weekend plans.",social_media,2
social_media_1805,New follower: Sarah Johnson,"Group update: ""Hiking Buddies"" posted video. Trending in ""Remote Workers"": weekend plans.","New follower: Sarah Johnson Group update: ""Hiking Buddies"" posted video. Trending in ""Remote Workers"": weekend plans.",social_media,2
social_media_1034,New friend request from Mike Chen,"Sarah: ""Check this out"" Emily: ""Weather looks great!"" Reply: social.com/chats/hiking.","New friend request from Mike Chen Sarah: ""Check this out"" Emily: ""Weather looks great!"" Reply: social.com/chats/hiking.",social_media,2
social_media_356,New follower: Mike Chen,"Sarah: ""Anyone free this weekend?"" David: ""Count me in!"" Reply: platform.com/messages/group.","New follower: Mike Chen Sarah: ""Anyone free this weekend?"" David: ""Count me in!"" Reply: platform.com/messages/group.",social_media,2
